gene_type	gene_name
transcribed_unitary_pseudogene	ZNRD1ASP
unprocessed_pseudogene	DDX39BP2
unprocessed_pseudogene	MCCD1P2
transcribed_unprocessed_pseudogene	HLA-J
unprocessed_pseudogene	ENSG00000237669
processed_pseudogene	ETF1P1
misc_RNA	ENSG00000278104
misc_RNA	ENSG00000275856
protein_coding	POLR1H
misc_RNA	ENSG00000278773
protein_coding	PPP1R11
protein_coding	RNF39
protein_coding	TRIM31
lncRNA	TRIM31-AS1
snoRNA	ENSG00000252228
protein_coding	TRIM40
protein_coding	TRIM10
protein_coding	TRIM15
protein_coding	TRIM26
processed_pseudogene	PAIP1P1
lncRNA	HCG17
unprocessed_pseudogene	TRIM26BP
transcribed_unprocessed_pseudogene	HLA-L
TEC	ENSG00000280128
lncRNA	HCG18
protein_coding	TRIM39
protein_coding	TRIM39-RPP21
protein_coding	RPP21
unprocessed_pseudogene	HLA-N
processed_pseudogene	ENSG00000224486
processed_pseudogene	UBQLN1P1
unprocessed_pseudogene	MICC
lncRNA	ENSG00000286301
lncRNA	ENSG00000288805
processed_pseudogene	TMPOP1
processed_pseudogene	SUCLA2P1
processed_pseudogene	RANP1
protein_coding	HLA-E
lncRNA	LINC02569
protein_coding	GNL1
protein_coding	PRR3
protein_coding	ABCF1
miRNA	MIR877
protein_coding	PPP1R10
protein_coding	MRPS18B
protein_coding	ATAT1
processed_pseudogene	PTMAP1
protein_coding	C6orf136
protein_coding	DHX16
protein_coding	PPP1R18
protein_coding	NRM
processed_pseudogene	RPL7P4
protein_coding	MDC1
lncRNA	MDC1-AS1
protein_coding	TUBB
lncRNA	ENSG00000272540
protein_coding	FLOT1
lncRNA	IER3-AS1
protein_coding	IER3
lncRNA	HCG20
misc_RNA	RN7SL353P
lncRNA	LINC00243
lncRNA	LINC02570
misc_RNA	RN7SKP186
lncRNA	DDR1-DT
protein_coding	DDR1
miRNA	MIR4640
protein_coding	GTF2H4
lncRNA	ENSG00000288473
protein_coding	VARS2
protein_coding	SFTA2
protein_coding	MUCL3
lncRNA	HCG21
processed_pseudogene	NAPGP2
protein_coding	MUC21
protein_coding	MUC22
polymorphic_pseudogene	HCG22
snRNA	RNU6-1133P
protein_coding	C6orf15
protein_coding	PSORS1C1
protein_coding	CDSN
protein_coding	PSORS1C2
processed_pseudogene	POLR2LP1
protein_coding	CCHCR1
protein_coding	TCF19
protein_coding	POU5F1
lncRNA	PSORS1C3
lncRNA	ENSG00000272501
lncRNA	HCG27
lncRNA	ENSG00000271821
unprocessed_pseudogene	ENSG00000255726
unprocessed_pseudogene	ENSG00000255899
protein_coding	HLA-C
lncRNA	ENSG00000288813
processed_pseudogene	USP8P1
processed_pseudogene	RPL3P2
processed_pseudogene	WASF5P
lncRNA	LINC02571
unprocessed_pseudogene	ENSG00000229836
protein_coding	HLA-B
miRNA	MIR6891
unprocessed_pseudogene	ENSG00000271581
transcribed_processed_pseudogene	DHFRP2
lncRNA	ENSG00000285647
snRNA	RNU6-283P
processed_pseudogene	FGFR3P1
processed_pseudogene	ZDHHC20P2
unprocessed_pseudogene	HLA-S
lncRNA	ENSG00000272221
protein_coding	MICA
lncRNA	ENSG00000288587
lncRNA	LINC01149
unprocessed_pseudogene	ENSG00000233902
lncRNA	HCP5
lncRNA	MICB-DT
protein_coding	MICB
unprocessed_pseudogene	ENSG00000256851
processed_pseudogene	PPIAP9
processed_pseudogene	RPL15P4
protein_coding	MCCD1
protein_coding	DDX39B
protein_coding	ATP6V1G2-DDX39B
snoRNA	SNORD117
snoRNA	SNORD84
lncRNA	DDX39B-AS1
protein_coding	ATP6V1G2
protein_coding	NFKBIL1
lncRNA	ENSG00000289406
protein_coding	LTA
protein_coding	TNF
protein_coding	LTB
protein_coding	LST1
protein_coding	NCR3
processed_pseudogene	UQCRHP1
protein_coding	AIF1
lncRNA	ENSG00000289375
protein_coding	PRRC2A
snoRNA	SNORA38
protein_coding	ENSG00000289282
miRNA	MIR6832
protein_coding	BAG6
protein_coding	APOM
protein_coding	C6orf47
lncRNA	C6orf47-AS1
protein_coding	GPANK1
protein_coding	CSNK2B
protein_coding	ENSG00000263020
protein_coding	LY6G5B
protein_coding	LY6G5C
protein_coding	ABHD16A
protein_coding	ENSG00000204422
miRNA	MIR4646
protein_coding	LY6G6F
protein_coding	LY6G6F-LY6G6D
protein_coding	LY6G6E
protein_coding	LY6G6D
protein_coding	MPIG6B
protein_coding	LY6G6C
protein_coding	DDAH2
protein_coding	CLIC1
protein_coding	MSH5
protein_coding	MSH5-SAPCD1
snRNA	RNU6-850P
protein_coding	SAPCD1
lncRNA	SAPCD1-AS1
protein_coding	VWA7
protein_coding	VARS1
protein_coding	LSM2
protein_coding	HSPA1L
protein_coding	HSPA1A
lncRNA	ENSG00000289637
protein_coding	HSPA1B
lncRNA	ENSG00000285565
lncRNA	SNHG32
snoRNA	SNORD48
snoRNA	SNORD52
protein_coding	NEU1
protein_coding	SLC44A4
lncRNA	EHMT2-AS1
protein_coding	EHMT2
protein_coding	C2
protein_coding	ZBTB12
protein_coding	ENSG00000244255
lncRNA	C2-AS1
protein_coding	CFB
protein_coding	NELFE
miRNA	MIR1236
protein_coding	SKIV2L
protein_coding	DXO
protein_coding	STK19
protein_coding	C4A
lncRNA	C4A-AS1
transcribed_unprocessed_pseudogene	CYP21A1P
unprocessed_pseudogene	TNXA
unprocessed_pseudogene	STK19B
protein_coding	C4B
lncRNA	C4B-AS1
protein_coding	CYP21A2
protein_coding	TNXB
rRNA_pseudogene	RNA5SP206
lncRNA	ENSG00000284829
lncRNA	ENSG00000286974
protein_coding	ATF6B
protein_coding	FKBPL
protein_coding	PRRT1
protein_coding	ENSG00000285085
lncRNA	ENSG00000284954
protein_coding	PPT2
protein_coding	PPT2-EGFL8
protein_coding	EGFL8
protein_coding	AGPAT1
miRNA	MIR6721
protein_coding	RNF5
miRNA	MIR6833
protein_coding	AGER
lncRNA	ENSG00000273333
protein_coding	PBX2
protein_coding	GPSM3
protein_coding	NOTCH4
lncRNA	TSBP1-AS1
protein_coding	TSBP1
processed_pseudogene	HNRNPA1P2
snRNA	RNU6-603P
protein_coding	BTNL2
protein_coding	HLA-DRA
unprocessed_pseudogene	HLA-DRB9
protein_coding	HLA-DRB5
snRNA	RNU1-61P
transcribed_unprocessed_pseudogene	HLA-DRB6
protein_coding	HLA-DRB1
protein_coding	HLA-DQA1
protein_coding	HLA-DQB1
lncRNA	HLA-DQB1-AS1
unprocessed_pseudogene	MTCO3P1
lncRNA	ENSG00000232080
unprocessed_pseudogene	HLA-DQB3
protein_coding	HLA-DQA2
miRNA	MIR3135B
protein_coding	HLA-DQB2
protein_coding	HLA-DOB
protein_coding	ENSG00000250264
protein_coding	TAP2
protein_coding	PSMB8
lncRNA	PSMB8-AS1
protein_coding	PSMB9
protein_coding	TAP1
transcribed_processed_pseudogene	PPP1R2P1
lncRNA	ENSG00000289559
lncRNA	ENSG00000289047
unprocessed_pseudogene	HLA-Z
protein_coding	HLA-DMB
protein_coding	ENSG00000248993
protein_coding	HLA-DMA
protein_coding	BRD2
lncRNA	ENSG00000223837
lncRNA	ENSG00000263756
protein_coding	HLA-DOA
protein_coding	HLA-DPA1
protein_coding	HLA-DPB1
processed_pseudogene	RPL32P1
unprocessed_pseudogene	HLA-DPA2
unprocessed_pseudogene	COL11A2P1
transcribed_unprocessed_pseudogene	HLA-DPB2
unprocessed_pseudogene	HLA-DPA3
lncRNA	HCG24
protein_coding	COL11A2
protein_coding	RXRB
misc_RNA	RNY4P10
protein_coding	SLC39A7
protein_coding	HSD17B8
lncRNA	ENSG00000288751
miRNA	MIR219A1
protein_coding	RING1
processed_pseudogene	ZNF70P1
processed_pseudogene	HTATSF1P1
lncRNA	ENSG00000272217
lncRNA	HCG25
protein_coding	VPS52
protein_coding	RPS18
protein_coding	B3GALT4
protein_coding	WDR46
miRNA	MIR6873
protein_coding	PFDN6
miRNA	MIR6834
protein_coding	RGL2
lncRNA	ENSG00000289100
protein_coding	TAPBP
protein_coding	ZBTB22
protein_coding	DAXX
protein_coding	ENSG00000285064
protein_coding	SMIM40
processed_pseudogene	MYL12BP3
processed_pseudogene	LYPLA2P1
processed_pseudogene	RPL35AP4
protein_coding	KIFC1
processed_pseudogene	RPL12P1
protein_coding	PHF1
protein_coding	CUTA
protein_coding	SYNGAP1
lncRNA	SYNGAP1-AS1
miRNA	MIR5004
protein_coding	ZBTB9
transcribed_unitary_pseudogene	GGNBP1
misc_RNA	RN7SL26P
protein_coding	BAK1
lncRNA	LINC00336
protein_coding	ITPR3
protein_coding	UQCC2
miRNA	MIR3934
protein_coding	IP6K3
protein_coding	LEMD2
protein_coding	MLN
lncRNA	ENSG00000287089
lncRNA	LINC01016
processed_pseudogene	ENSG00000271362
lncRNA	ENSG00000233183
miRNA	MIR7159
miRNA	MIR1275
protein_coding	GRM4
processed_pseudogene	KRT18P9
processed_pseudogene	CYCSP55
lncRNA	ENSG00000288879
protein_coding	HMGA1
miRNA	MIR6835
protein_coding	SMIM29
lncRNA	ENSG00000225339
processed_pseudogene	RPL35P2
protein_coding	NUDT3
protein_coding	RPS10-NUDT3
protein_coding	RPS10
protein_coding	PACSIN1
protein_coding	SPDEF
processed_pseudogene	IFITM3P3
protein_coding	ILRUN
processed_pseudogene	RPL7P25
misc_RNA	RN7SL200P
processed_pseudogene	ENSG00000220643
lncRNA	ILRUN-AS1
processed_pseudogene	ENSG00000186328
processed_pseudogene	ENSG00000217130
protein_coding	SNRPC
protein_coding	UHRF1BP1
misc_RNA	RNY3P15
protein_coding	TAF11
protein_coding	ANKS1A
processed_pseudogene	HSPE1P11
lncRNA	ENSG00000286550
processed_pseudogene	ENSG00000273870
protein_coding	TCP11
protein_coding	SCUBE3
lncRNA	ENSG00000272374
protein_coding	ZNF76
unprocessed_pseudogene	ENSG00000217004
protein_coding	DEF6
protein_coding	PPARD
unprocessed_pseudogene	MKRN6P
protein_coding	FANCE
protein_coding	RPL10A
miRNA	MIR7111
protein_coding	TEAD3
protein_coding	TULP1
lncRNA	ENSG00000228559
processed_pseudogene	ENSG00000219023
lncRNA	ENSG00000289456
protein_coding	FKBP5
processed_pseudogene	ENSG00000218749
lncRNA	ENSG00000287458
snoRNA	ENSG00000212579
miRNA	MIR5690
lncRNA	ENSG00000232909
protein_coding	ARMC12
lncRNA	ENSG00000288747
processed_pseudogene	ENSG00000220734
protein_coding	CLPSL2
protein_coding	CLPSL1
protein_coding	CLPS
protein_coding	LHFPL5
protein_coding	SRPK1
protein_coding	SLC26A8
transcribed_processed_pseudogene	DPRXP2
protein_coding	MAPK14
processed_pseudogene	ENSG00000237719
protein_coding	MAPK13
lncRNA	BRPF3-AS1
protein_coding	BRPF3
protein_coding	PNPLA1
protein_coding	BNIP5
protein_coding	ETV7
lncRNA	ETV7-AS1
protein_coding	PXT1
protein_coding	KCTD20
misc_RNA	RN7SL502P
protein_coding	STK38
misc_RNA	RN7SL748P
protein_coding	SRSF3
miRNA	MIR3925
snRNA	RNU1-88P
lncRNA	PANDAR
processed_pseudogene	LAP3P2
protein_coding	CDKN1A
lncRNA	DINOL
protein_coding	RAB44
processed_pseudogene	ENSG00000220349
protein_coding	CPNE5
lncRNA	ENSG00000285888
lncRNA	ENSG00000287891
protein_coding	PPIL1
protein_coding	C6orf89
lncRNA	ENSG00000232598
protein_coding	PI16
protein_coding	MTCH1
protein_coding	FGD2
processed_pseudogene	COX6A1P2
processed_pseudogene	RPL12P2
protein_coding	PIM1
protein_coding	TMEM217
protein_coding	ENSG00000286105
protein_coding	TBC1D22B
processed_pseudogene	ENSG00000275550
lncRNA	ENSG00000286672
protein_coding	RNF8
misc_RNA	RN7SL273P
protein_coding	CMTR1
protein_coding	CCDC167
lncRNA	LINC02520
transcribed_processed_pseudogene	ENSG00000229559
lncRNA	ENSG00000227920
miRNA	MIR4462
TEC	ENSG00000279942
protein_coding	MDGA1
lncRNA	ZFAND3-DT
protein_coding	ZFAND3
misc_RNA	RN7SL285P
snRNA	RNVU1-33
processed_pseudogene	ENSG00000218521
protein_coding	BTBD9
snoRNA	ENSG00000200706
lncRNA	BTBD9-AS1
processed_pseudogene	TFGP1
protein_coding	GLO1
lncRNA	DNAH8-DT
protein_coding	DNAH8
misc_RNA	RN7SL465P
processed_pseudogene	ENSG00000219273
snoRNA	ENSG00000212586
lncRNA	DNAH8-AS1
processed_pseudogene	ENSG00000220076
processed_pseudogene	ENSG00000220556
protein_coding	GLP1R
protein_coding	SAYSD1
processed_pseudogene	ANKRD18EP
protein_coding	KCNK5
protein_coding	KCNK17
protein_coding	KCNK16
protein_coding	KIF6
processed_pseudogene	ENSG00000218986
processed_pseudogene	E2F4P1
snRNA	RNU1-54P
protein_coding	DAAM2
TEC	ENSG00000281969
lncRNA	DAAM2-AS1
protein_coding	MOCS1
transcribed_processed_pseudogene	TUBBP9
processed_pseudogene	ENSG00000180211
lncRNA	ENSG00000227131
lncRNA	TDRG1
lncRNA	LINC00951
lncRNA	ENSG00000226070
protein_coding	LRFN2
snRNA	RNU6-250P
lncRNA	ENSG00000236075
lncRNA	ENSG00000226454
lncRNA	ENSG00000237947
protein_coding	UNC5CL
protein_coding	OARD1
protein_coding	TSPO2
protein_coding	APOBEC2
protein_coding	NFYA
lncRNA	ENSG00000287678
transcribed_unprocessed_pseudogene	ADCY10P1
protein_coding	TREML1
protein_coding	TREM2
protein_coding	TREML2
transcribed_unprocessed_pseudogene	TREML3P
protein_coding	TREML4
rRNA_pseudogene	RNA5SP207
unprocessed_pseudogene	TREML5P
processed_pseudogene	ENSG00000274256
processed_pseudogene	ENSG00000278745
protein_coding	TREM1
unprocessed_pseudogene	ENSG00000218809
snRNA	RNU6-643P
processed_pseudogene	RPL32P15
protein_coding	NCR2
TEC	ENSG00000279284
TEC	ENSG00000280371
lncRNA	FOXP4-AS1
lncRNA	LINC01276
protein_coding	FOXP4
miRNA	MIR4641
protein_coding	MDFI
processed_pseudogene	NPM1P51
protein_coding	TFEB
lncRNA	ENSG00000231102
protein_coding	PGC
lncRNA	ENSG00000269387
protein_coding	FRS3
protein_coding	ENSG00000124593
protein_coding	PRICKLE4
protein_coding	TOMM6
protein_coding	USP49
lncRNA	ENSG00000268745
protein_coding	ENSG00000288721
snoRNA	ENSG00000206977
lncRNA	ENSG00000227516
protein_coding	MED20
protein_coding	BYSL
protein_coding	CCND3
snRNA	RNU6-761P
lncRNA	ENSG00000223946
protein_coding	TAF8
protein_coding	C6orf132
protein_coding	GUCA1ANB
protein_coding	GUCA1A
protein_coding	GUCA1B
lncRNA	ENSG00000289216
protein_coding	MRPS10
protein_coding	TRERF1
processed_pseudogene	ENSG00000237107
protein_coding	UBR2
snRNA	RNU6-890P
protein_coding	PRPH2
processed_pseudogene	ATP6V0CP3
protein_coding	TBCC
protein_coding	BICRAL
protein_coding	RPL7L1
protein_coding	C6orf226
lncRNA	ENSG00000288010
protein_coding	PTCRA
lncRNA	ENSG00000287825
protein_coding	CNPY3
lncRNA	ENSG00000231113
processed_pseudogene	RPL24P4
protein_coding	GNMT
protein_coding	PEX6
protein_coding	PPP2R5D
protein_coding	MEA1
protein_coding	KLHDC3
protein_coding	RRP36
lncRNA	ENSG00000272223
misc_RNA	RN7SL403P
protein_coding	CUL7
protein_coding	KLC4
protein_coding	ENSG00000288564
protein_coding	MRPL2
lncRNA	KLC4-AS1
protein_coding	PTK7
protein_coding	SRF
protein_coding	CUL9
lncRNA	ENSG00000245261
protein_coding	DNPH1
protein_coding	TTBK1
protein_coding	SLC22A7
protein_coding	CRIP3
protein_coding	ZNF318
processed_pseudogene	RPL12P47
processed_pseudogene	ENSG00000220614
processed_pseudogene	RPS2P28
processed_pseudogene	ENSG00000226558
lncRNA	ENSG00000287055
lncRNA	ENSG00000287266
protein_coding	ABCC10
miRNA	MIR6780B
protein_coding	DLK2
snRNA	RNU6-1113P
protein_coding	TJAP1
protein_coding	LRRC73
protein_coding	POLR1C
protein_coding	YIPF3
lncRNA	ENSG00000271754
protein_coding	XPO5
processed_pseudogene	ENSG00000219470
scaRNA	ENSG00000252218
protein_coding	POLH
lncRNA	POLH-AS1
protein_coding	GTPBP2
protein_coding	MAD2L1BP
protein_coding	RSPH9
protein_coding	MRPS18A
processed_pseudogene	ENSG00000218107
lncRNA	ENSG00000236961
protein_coding	VEGFA
lncRNA	ENSG00000272114
lncRNA	ENSG00000283573
lncRNA	LINC02537
lncRNA	ENSG00000223469
lncRNA	LINC01512
lncRNA	SCIRT
lncRNA	ENSG00000289609
lncRNA	C6orf223
lncRNA	ENSG00000231881
processed_pseudogene	ENSG00000183239
lncRNA	ENSG00000287562
protein_coding	MRPL14
protein_coding	TMEM63B
protein_coding	CAPN11
misc_RNA	RN7SL811P
protein_coding	MYMX
protein_coding	SLC29A1
protein_coding	HSP90AB1
protein_coding	SLC35B2
miRNA	MIR4647
protein_coding	NFKBIE
protein_coding	TMEM151B
protein_coding	ENSG00000272442
protein_coding	TCTE1
protein_coding	AARS2
protein_coding	SPATS1
protein_coding	CDC5L
miRNA	MIR4642
lncRNA	ENSG00000237530
TEC	ENSG00000279076
lncRNA	ENSG00000286417
protein_coding	SUPT3H
processed_pseudogene	NUDT19P4
unprocessed_pseudogene	ENSG00000276156
processed_pseudogene	RBM22P4
processed_pseudogene	ENSG00000219384
miRNA	MIR586
protein_coding	RUNX2
lncRNA	ENSG00000271857
lncRNA	RUNX2-AS1
protein_coding	CLIC5
snRNA	RNU6-754P
lncRNA	ENSG00000231769
protein_coding	ENPP4
protein_coding	ENPP5
processed_pseudogene	ACTG1P9
protein_coding	RCAN2
processed_pseudogene	ENSG00000226541
lncRNA	RCAN2-DT
protein_coding	CYP39A1
protein_coding	SLC25A27
lncRNA	ENSG00000242973
protein_coding	TDRD6
protein_coding	PLA2G7
protein_coding	ANKRD66
lncRNA	ENSG00000236164
protein_coding	MEP1A
protein_coding	ADGRF5
lncRNA	ADGRF5-AS1
protein_coding	ADGRF1
protein_coding	TNFRSF21
processed_pseudogene	B3GNTL1P2
lncRNA	ENSG00000287485
lncRNA	CD2AP-DT
protein_coding	CD2AP
processed_pseudogene	ENSG00000216813
transcribed_unitary_pseudogene	ADGRF2
protein_coding	ADGRF4
misc_RNA	RN7SKP116
lncRNA	ENSG00000226594
processed_pseudogene	ENSG00000216616
protein_coding	OPN5
snRNA	RNU1-105P
protein_coding	PTCHD4
lncRNA	ENSG00000286811
processed_pseudogene	HNRNPA3P4
processed_pseudogene	RBMXP1
processed_pseudogene	ENSG00000278736
lncRNA	ENSG00000287137
processed_pseudogene	ENSG00000271162
processed_pseudogene	ENSG00000218337
processed_pseudogene	ENSG00000274867
processed_pseudogene	ENSG00000217631
snRNA	RNU7-65P
processed_pseudogene	EEF1A1P42
protein_coding	MMUT
protein_coding	CENPQ
protein_coding	GLYATL3
protein_coding	C6orf141
unitary_pseudogene	CYP2AC1P
protein_coding	RHAG
protein_coding	CRISP2
lncRNA	ENSG00000235122
TEC	ENSG00000279127
protein_coding	CRISP3
protein_coding	PGK2
lncRNA	ENSG00000226707
protein_coding	CRISP1
transcribed_unprocessed_pseudogene	DEFB133
protein_coding	DEFB114
protein_coding	DEFB113
protein_coding	DEFB110
protein_coding	DEFB112
lncRNA	ENSG00000226733
lncRNA	ENSG00000286405
lncRNA	ENSG00000233470
lncRNA	ENSG00000230472
protein_coding	TFAP2D
protein_coding	TFAP2B
processed_pseudogene	RPS17P5
processed_pseudogene	ENSG00000216913
processed_pseudogene	FTH1P5
processed_pseudogene	ENSG00000270306
processed_pseudogene	ENSG00000232702
snoRNA	ENSG00000212532
processed_pseudogene	ENSG00000214641
lncRNA	ENSG00000228689
protein_coding	PKHD1
misc_RNA	RN7SL580P
miRNA	MIR206
lncRNA	LINCMD1
miRNA	MIR133B
protein_coding	IL17A
protein_coding	IL17F
processed_pseudogene	SLC25A20P1
protein_coding	MCM3
protein_coding	PAQR8
protein_coding	EFHC1
lncRNA	ENSG00000289276
protein_coding	TRAM2
lncRNA	TRAM2-AS1
processed_pseudogene	ENSG00000270382
transcribed_unprocessed_pseudogene	ENSG00000216775
protein_coding	TMEM14A
unprocessed_pseudogene	GSTA8P
processed_pseudogene	SREK1IP1P2
unprocessed_pseudogene	GSTA7P
protein_coding	GSTA2
unprocessed_pseudogene	GSTA12P
protein_coding	GSTA1
unprocessed_pseudogene	GSTA6P
protein_coding	GSTA5
unprocessed_pseudogene	GSTA11P
unprocessed_pseudogene	GSTA10P
protein_coding	GSTA3
transcribed_unprocessed_pseudogene	GSTA9P
processed_pseudogene	ENSG00000288014
protein_coding	GSTA4
snRNA	RN7SK
protein_coding	CILK1
protein_coding	ENSG00000288614
protein_coding	FBXO9
protein_coding	ENSG00000288646
misc_RNA	RN7SL244P
lncRNA	ENSG00000261745
protein_coding	GCM1
snRNA	RNU6-464P
processed_pseudogene	SOD1P1
processed_pseudogene	ENSG00000218713
snRNA	RNU1-136P
processed_pseudogene	HMGB1P20
protein_coding	ELOVL5
miRNA	MIR5685
transcribed_processed_pseudogene	RPS16P5
lncRNA	ENSG00000271367
processed_pseudogene	RPL31P28
processed_pseudogene	RPL31P33
processed_pseudogene	RPA3P2
processed_pseudogene	ENSG00000271338
misc_RNA	RN7SKP256
processed_pseudogene	NANOGP3
protein_coding	GCLC
lncRNA	ENSG00000249379
lncRNA	ENSG00000231683
lncRNA	LINC01564
protein_coding	KLHL31
lncRNA	ENSG00000227885
protein_coding	LRRC1
lncRNA	ENSG00000271218
protein_coding	MLIP
lncRNA	ENSG00000236740
lncRNA	MLIP-AS1
lncRNA	MLIP-IT1
processed_pseudogene	ERHP2
lncRNA	ENSG00000287745
protein_coding	TINAG
lncRNA	TINAG-AS1
processed_pseudogene	CLNS1AP1
processed_pseudogene	RPL10P10
processed_pseudogene	RPSAP44
processed_pseudogene	KRASP1
snRNA	RNU6-1023P
lncRNA	ENSG00000224984
protein_coding	FAM83B
lncRNA	ENSG00000261116
protein_coding	HCRTR2
protein_coding	GFRAL
protein_coding	HMGCLL1
processed_pseudogene	ENSG00000220725
protein_coding	BMP5
processed_pseudogene	NPM1P36
protein_coding	COL21A1
processed_pseudogene	DHFRP6
lncRNA	ENSG00000227602
processed_pseudogene	RCC2P7
protein_coding	DST
lncRNA	DST-AS1
processed_pseudogene	RPL17P26
snRNA	RNU6-626P
protein_coding	BEND6
processed_pseudogene	OSTCP6
processed_pseudogene	FTH1P15
processed_pseudogene	MRPL30P1
protein_coding	KIAA1586
protein_coding	ZNF451
lncRNA	ZNF451-AS1
protein_coding	BAG2
protein_coding	RAB23
protein_coding	PRIM2
miRNA	MIR548U
lncRNA	ENSG00000266579
lncRNA	ENSG00000272541
lncRNA	ENSG00000286723
lncRNA	ENSG00000271761
lncRNA	ENSG00000272316
transcribed_unprocessed_pseudogene	GUSBP4
lncRNA	ENSG00000283352
processed_pseudogene	POM121L14P
transcribed_unprocessed_pseudogene	LINC00680
lncRNA	ENSG00000225096
processed_pseudogene	GAPDHP15
processed_pseudogene	ENSG00000216687
processed_pseudogene	RBBP4P4
processed_pseudogene	ENSG00000275046
transcribed_unprocessed_pseudogene	PRIM2BP
processed_pseudogene	GAPDHP41
lncRNA	ENSG00000275773
lncRNA	ENSG00000287598
processed_pseudogene	ENSG00000274844
processed_pseudogene	RBBP4P3
processed_pseudogene	ENSG00000220030
processed_pseudogene	MTRNR2L9
lncRNA	KHDRBS2-OT1
protein_coding	KHDRBS2
lncRNA	ENSG00000287679
processed_pseudogene	DHFRP5
unprocessed_pseudogene	ENSG00000217067
processed_pseudogene	ENSG00000262566
processed_pseudogene	ENSG00000217477
protein_coding	FKBP1C
processed_pseudogene	SPTLC1P3
processed_pseudogene	ENSG00000218520
protein_coding	LGSN
processed_pseudogene	ENSG00000218617
unprocessed_pseudogene	ENSG00000218274
unprocessed_pseudogene	ENSG00000218048
unprocessed_pseudogene	EEF1B2P5
protein_coding	PTP4A1
processed_pseudogene	RPL7AP34
lncRNA	ENSG00000266680
protein_coding	ENSG00000285976
processed_pseudogene	ENSG00000262651
processed_pseudogene	RPL9P18
protein_coding	PHF3
protein_coding	EYS
processed_pseudogene	ENSG00000218813
lncRNA	SCAT8
processed_pseudogene	GCNT1P4
lncRNA	ENSG00000232120
processed_pseudogene	HNRNPDP2
transcribed_processed_pseudogene	ENSG00000243828
processed_pseudogene	ENSG00000214558
processed_pseudogene	SLC25A51P1
processed_pseudogene	ADH5P4
processed_pseudogene	NUFIP1P1
processed_pseudogene	ENSG00000270521
snRNA	RNU7-66P
snoRNA	ENSG00000212229
processed_pseudogene	ENSG00000271111
rRNA_pseudogene	RNA5SP208
snRNA	RNU6-280P
lncRNA	ENSG00000227706
lncRNA	ENSG00000286680
lncRNA	ENSG00000287557
processed_pseudogene	ENSG00000270509
lncRNA	ENSG00000285838
lncRNA	ENSG00000223504
lncRNA	ENSG00000286564
lncRNA	LINC02549
lncRNA	ENSG00000288088
processed_pseudogene	ENSG00000218834
lncRNA	ADGRB3-DT
protein_coding	ADGRB3
protein_coding	ENSG00000288712
lncRNA	ENSG00000289611
protein_coding	LMBRD1
processed_pseudogene	NPM1P37
processed_pseudogene	GAPDHP42
protein_coding	COL19A1
processed_pseudogene	RPL37P15
protein_coding	COL9A1
lncRNA	ENSG00000253809
lncRNA	ENSG00000287300
lncRNA	ENSG00000237643
lncRNA	FAM135A-AS1
protein_coding	FAM135A
snRNA	RNU7-48P
protein_coding	SDHAF4
lncRNA	ENSG00000271967
processed_pseudogene	ENSG00000232389
processed_pseudogene	SLC25A6P6
protein_coding	SMAP1
processed_pseudogene	ENSG00000262803
processed_pseudogene	NDUFAB1P1
protein_coding	B3GAT2
lncRNA	ENSG00000287939
processed_pseudogene	BECN1P2
